yearend,locationabbr,locationdesc,sex,stratification1,grade,question,data_value
2021,PA,Pennsylvania,Female,Female,,Percent of students in grades 9-12 who have obesity,14.0
2021,PA,Pennsylvania,,9th,9th,Percent of students in grades 9-12 who have obesity,14.3
2021,PA,Pennsylvania,,10th,10th,Percent of students in grades 9-12 who have obesity,20.4
2021,PA,Pennsylvania,,11th,11th,Percent of students in grades 9-12 who have obesity,20.2
2021,PA,Pennsylvania,,12th,12th,Percent of students in grades 9-12 who have obesity,14.1
2021,PA,Pennsylvania,Male,Male,,Percent of students in grades 9-12 who have obesity,20.5
2021,PA,Pennsylvania,,Total,,Percent of students in grades 9-12 who have obesity,17.3
2021,PA,Pennsylvania,,2 or more races,,Percent of students in grades 9-12 who have obesity,21.5
2021,PA,Pennsylvania,,Asian,,Percent of students in grades 9-12 who have obesity,6.5
2021,PA,Pennsylvania,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,22.8
2021,PA,Pennsylvania,,Hispanic,,Percent of students in grades 9-12 who have obesity,21.7
2021,PA,Pennsylvania,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,PA,Pennsylvania,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,PA,Pennsylvania,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,15.7
2021,PR,Puerto Rico,Female,Female,,Percent of students in grades 9-12 who have obesity,15.7
2021,PR,Puerto Rico,,9th,9th,Percent of students in grades 9-12 who have obesity,26.9
2021,PR,Puerto Rico,,10th,10th,Percent of students in grades 9-12 who have obesity,18.1
2021,PR,Puerto Rico,,11th,11th,Percent of students in grades 9-12 who have obesity,20.4
2021,PR,Puerto Rico,,12th,12th,Percent of students in grades 9-12 who have obesity,18.9
2021,PR,Puerto Rico,Male,Male,,Percent of students in grades 9-12 who have obesity,26.5
2021,PR,Puerto Rico,,Total,,Percent of students in grades 9-12 who have obesity,21.0
2021,PR,Puerto Rico,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2021,PR,Puerto Rico,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,PR,Puerto Rico,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2021,PR,Puerto Rico,,Hispanic,,Percent of students in grades 9-12 who have obesity,21.0
2021,PR,Puerto Rico,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,PR,Puerto Rico,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,PR,Puerto Rico,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2021,RI,Rhode Island,Female,Female,,Percent of students in grades 9-12 who have obesity,11.9
2021,RI,Rhode Island,,9th,9th,Percent of students in grades 9-12 who have obesity,17.8
2021,RI,Rhode Island,,10th,10th,Percent of students in grades 9-12 who have obesity,15.5
2021,RI,Rhode Island,,11th,11th,Percent of students in grades 9-12 who have obesity,15.0
2021,RI,Rhode Island,,12th,12th,Percent of students in grades 9-12 who have obesity,13.8
2021,RI,Rhode Island,Male,Male,,Percent of students in grades 9-12 who have obesity,18.6
2021,RI,Rhode Island,,Total,,Percent of students in grades 9-12 who have obesity,15.5
2021,RI,Rhode Island,,2 or more races,,Percent of students in grades 9-12 who have obesity,16.9
2021,RI,Rhode Island,,Asian,,Percent of students in grades 9-12 who have obesity,12.5
2021,RI,Rhode Island,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.8
2021,RI,Rhode Island,,Hispanic,,Percent of students in grades 9-12 who have obesity,21.6
2021,RI,Rhode Island,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,RI,Rhode Island,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,RI,Rhode Island,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,12.4
2021,SC,South Carolina,Female,Female,,Percent of students in grades 9-12 who have obesity,14.0
2021,SC,South Carolina,,9th,9th,Percent of students in grades 9-12 who have obesity,17.9
2021,SC,South Carolina,,10th,10th,Percent of students in grades 9-12 who have obesity,18.4
2021,SC,South Carolina,,11th,11th,Percent of students in grades 9-12 who have obesity,19.7
2021,SC,South Carolina,,12th,12th,Percent of students in grades 9-12 who have obesity,15.0
2021,SC,South Carolina,Male,Male,,Percent of students in grades 9-12 who have obesity,21.7
2021,SC,South Carolina,,Total,,Percent of students in grades 9-12 who have obesity,17.9
2021,SC,South Carolina,,2 or more races,,Percent of students in grades 9-12 who have obesity,14.0
2021,SC,South Carolina,,Asian,,Percent of students in grades 9-12 who have obesity,6.4
2021,SC,South Carolina,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,23.0
2021,SC,South Carolina,,Hispanic,,Percent of students in grades 9-12 who have obesity,22.3
2021,SC,South Carolina,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,SC,South Carolina,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,SC,South Carolina,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,14.9
2021,SD,South Dakota,Female,Female,,Percent of students in grades 9-12 who have obesity,12.5
2021,SD,South Dakota,,9th,9th,Percent of students in grades 9-12 who have obesity,15.1
2021,SD,South Dakota,,10th,10th,Percent of students in grades 9-12 who have obesity,21.4
2021,SD,South Dakota,,11th,11th,Percent of students in grades 9-12 who have obesity,14.4
2021,SD,South Dakota,,12th,12th,Percent of students in grades 9-12 who have obesity,15.6
2021,SD,South Dakota,Male,Male,,Percent of students in grades 9-12 who have obesity,20.6
2021,SD,South Dakota,,Total,,Percent of students in grades 9-12 who have obesity,16.6
2021,SD,South Dakota,,2 or more races,,Percent of students in grades 9-12 who have obesity,12.3
2021,SD,South Dakota,,Asian,,Percent of students in grades 9-12 who have obesity,12.6
2021,SD,South Dakota,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2021,SD,South Dakota,,Hispanic,,Percent of students in grades 9-12 who have obesity,20.3
2021,SD,South Dakota,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,SD,South Dakota,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,37.2
2021,SD,South Dakota,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.2
2021,TN,Tennessee,Female,Female,,Percent of students in grades 9-12 who have obesity,14.3
2021,TN,Tennessee,,9th,9th,Percent of students in grades 9-12 who have obesity,18.8
2021,TN,Tennessee,,10th,10th,Percent of students in grades 9-12 who have obesity,19.7
2021,TN,Tennessee,,11th,11th,Percent of students in grades 9-12 who have obesity,14.3
2021,TN,Tennessee,,12th,12th,Percent of students in grades 9-12 who have obesity,20.5
2021,TN,Tennessee,Male,Male,,Percent of students in grades 9-12 who have obesity,22.1
2021,TN,Tennessee,,Total,,Percent of students in grades 9-12 who have obesity,18.3
2021,TN,Tennessee,,2 or more races,,Percent of students in grades 9-12 who have obesity,22.2
2021,TN,Tennessee,,Asian,,Percent of students in grades 9-12 who have obesity,6.8
2021,TN,Tennessee,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,25.2
2021,TN,Tennessee,,Hispanic,,Percent of students in grades 9-12 who have obesity,15.9
2021,TN,Tennessee,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,TN,Tennessee,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,TN,Tennessee,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,16.8
2021,TX,Texas,Female,Female,,Percent of students in grades 9-12 who have obesity,18.4
2021,TX,Texas,,9th,9th,Percent of students in grades 9-12 who have obesity,22.0
2021,TX,Texas,,10th,10th,Percent of students in grades 9-12 who have obesity,23.3
2021,TX,Texas,,11th,11th,Percent of students in grades 9-12 who have obesity,25.1
2021,TX,Texas,,12th,12th,Percent of students in grades 9-12 who have obesity,17.7
2021,TX,Texas,Male,Male,,Percent of students in grades 9-12 who have obesity,25.7
2021,TX,Texas,,Total,,Percent of students in grades 9-12 who have obesity,22.1
2021,TX,Texas,,2 or more races,,Percent of students in grades 9-12 who have obesity,19.3
2021,TX,Texas,,Asian,,Percent of students in grades 9-12 who have obesity,10.7
2021,TX,Texas,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,23.1
2021,TX,Texas,,Hispanic,,Percent of students in grades 9-12 who have obesity,24.3
2021,TX,Texas,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,TX,Texas,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,TX,Texas,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,19.4
2021,US,National,Female,Female,,Percent of students in grades 9-12 who have obesity,13.7
2021,US,National,,9th,9th,Percent of students in grades 9-12 who have obesity,16.1
2021,US,National,,10th,10th,Percent of students in grades 9-12 who have obesity,16.6
2021,US,National,,11th,11th,Percent of students in grades 9-12 who have obesity,15.3
2021,US,National,,12th,12th,Percent of students in grades 9-12 who have obesity,17.3
2021,US,National,Male,Male,,Percent of students in grades 9-12 who have obesity,18.7
2021,US,National,,Total,,Percent of students in grades 9-12 who have obesity,16.3
2021,US,National,,2 or more races,,Percent of students in grades 9-12 who have obesity,18.5
2021,US,National,,Asian,,Percent of students in grades 9-12 who have obesity,7.7
2021,US,National,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,21.2
2021,US,National,,Hispanic,,Percent of students in grades 9-12 who have obesity,20.2
2021,US,National,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,28.5
2021,US,National,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,29.4
2021,US,National,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.7
2021,UT,Utah,Female,Female,,Percent of students in grades 9-12 who have obesity,8.4
2021,UT,Utah,,9th,9th,Percent of students in grades 9-12 who have obesity,9.3
2021,UT,Utah,,10th,10th,Percent of students in grades 9-12 who have obesity,12.1
2021,UT,Utah,,11th,11th,Percent of students in grades 9-12 who have obesity,5.9
2021,UT,Utah,,12th,12th,Percent of students in grades 9-12 who have obesity,12.8
2021,UT,Utah,Male,Male,,Percent of students in grades 9-12 who have obesity,12.0
2021,UT,Utah,,Total,,Percent of students in grades 9-12 who have obesity,10.2
2021,UT,Utah,,2 or more races,,Percent of students in grades 9-12 who have obesity,19.7
2021,UT,Utah,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,UT,Utah,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2021,UT,Utah,,Hispanic,,Percent of students in grades 9-12 who have obesity,20.0
2021,UT,Utah,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,UT,Utah,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,UT,Utah,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,6.9
2021,VA,Virginia,Female,Female,,Percent of students in grades 9-12 who have obesity,13.6
2021,VA,Virginia,,9th,9th,Percent of students in grades 9-12 who have obesity,17.8
2021,VA,Virginia,,10th,10th,Percent of students in grades 9-12 who have obesity,16.0
2021,VA,Virginia,,11th,11th,Percent of students in grades 9-12 who have obesity,15.1
2021,VA,Virginia,,12th,12th,Percent of students in grades 9-12 who have obesity,16.7
2021,VA,Virginia,Male,Male,,Percent of students in grades 9-12 who have obesity,19.2
2021,VA,Virginia,,Total,,Percent of students in grades 9-12 who have obesity,16.4
2021,VA,Virginia,,2 or more races,,Percent of students in grades 9-12 who have obesity,15.5
2021,VA,Virginia,,Asian,,Percent of students in grades 9-12 who have obesity,8.8
2021,VA,Virginia,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,20.8
2021,VA,Virginia,,Hispanic,,Percent of students in grades 9-12 who have obesity,23.5
2021,VA,Virginia,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,VA,Virginia,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,VA,Virginia,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,14.5
2021,VI,Virgin Islands,Female,Female,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,9th,9th,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,10th,10th,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,11th,11th,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,12th,12th,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,Male,Male,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,Total,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,VI,Virgin Islands,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2021,VT,Vermont,Female,Female,,Percent of students in grades 9-12 who have obesity,10.2
2021,VT,Vermont,,9th,9th,Percent of students in grades 9-12 who have obesity,13.6
2021,VT,Vermont,,10th,10th,Percent of students in grades 9-12 who have obesity,13.8
2021,VT,Vermont,,11th,11th,Percent of students in grades 9-12 who have obesity,13.0
2021,VT,Vermont,,12th,12th,Percent of students in grades 9-12 who have obesity,14.2
2021,VT,Vermont,Male,Male,,Percent of students in grades 9-12 who have obesity,16.8
2021,VT,Vermont,,Total,,Percent of students in grades 9-12 who have obesity,13.6
2021,VT,Vermont,,2 or more races,,Percent of students in grades 9-12 who have obesity,18.1
2021,VT,Vermont,,Asian,,Percent of students in grades 9-12 who have obesity,9.9
2021,VT,Vermont,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.6
2021,VT,Vermont,,Hispanic,,Percent of students in grades 9-12 who have obesity,14.6
2021,VT,Vermont,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,VT,Vermont,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,21.4
2021,VT,Vermont,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.2
2021,WA,Washington,Female,Female,,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,9th,9th,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,10th,10th,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,11th,11th,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,12th,12th,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,Male,Male,,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,Total,,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2021,WA,Washington,,Hispanic,,Percent of students in grades 9-12 who have obesity,
